source_relative_path,target_relative_path,bucket,brand,score,doc_type,theme,suggested_title,rationale
Esquemas Eletricos/Otis/Otis - img144.jpg,high_confidence/Otis/Otis Electrical Symbols Legend.jpg,high_confidence,Otis,11,Technical Note,210 / symbols and legend,Otis Electrical Symbols Legend,"source_category=Esquemas_Eletricos; medium=electrical,diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - wiring.pdf,high_confidence/Otis/Otis - wiring.pdf,high_confidence,Otis,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Otis/otis sigma codigo de errores.pdf,high_confidence/Otis/otis sigma codigo de errores.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Adaptação Miconic BX Schindler__dup1.dwg,high_confidence/Schindler/Adaptação Miconic BX Schindler dup1.dwg,high_confidence,Schindler,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Schindler/Schindler - 215906.jpg,high_confidence/Schindler/Schindler Safety Circuit Warning.jpg,high_confidence,Schindler,12,Image,Safety notice / no bypass in safety circuit,Schindler Safety Circuit Warning,source_category=Esquemas_Eletricos; high=schematic; medium=circuit; doc_suffix
Esquemas Eletricos/Schindler/Schindler - 535783.jpg,high_confidence/Schindler/Schindler Electrical Accident First Aid Poster.jpg,high_confidence,Schindler,10,Image,First aid / electrical accident,Schindler Electrical Accident First Aid Poster,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Schindler/Schindler - 535785.jpg,high_confidence/Schindler/Schindler Electrical Accident First Aid Poster__dup1.jpg,high_confidence,Schindler,12,Image,First aid / electrical accident,Schindler Electrical Accident First Aid Poster,source_category=Esquemas_Eletricos; high=wiring; medium=electrical; doc_suffix
Esquemas Eletricos/Schindler/Schindler - ARD 1 0 Internal Version with 24V safety circuit and encoder interface.pdf,high_confidence/Schindler/Schindler - ARD 1 0 Internal Version with 24V safety circuit and encoder interface.pdf,high_confidence,Schindler,11,,,,"source_category=Esquemas_Eletricos; medium=circuit,interface; doc_suffix"
Esquemas Eletricos/Schindler/Schindler - ARD 24VOLT SAFETY CIRCUIT DETECTION.doc,high_confidence/Schindler/Schindler - ARD 24VOLT SAFETY CIRCUIT DETECTION.doc,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; medium=circuit
Esquemas Eletricos/Schindler/Schindler - ARD Wiring diagram.pdf,high_confidence/Schindler/Schindler - ARD Wiring diagram.pdf,high_confidence,Schindler,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Schindler/Schindler - Abreviaturas SMART.dwg,high_confidence/Schindler/Schindler - Abreviaturas SMART.dwg,high_confidence,Schindler,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Schindler/Schindler - Earth leakage circuit breaker - Wikipedia the free encyclopedia.mht,high_confidence/Schindler/Schindler - Earth leakage circuit breaker - Wikipedia the free encyclopedia.mht,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; medium=circuit
Esquemas Eletricos/Schindler/Schindler - Esquema de botoneira de emergência.dwg,high_confidence/Schindler/Schindler - Esquema de botoneira de emergência.dwg,high_confidence,Schindler,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Schindler/Schindler - Esquema.pdf,high_confidence/Schindler/Schindler - Esquema.pdf,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Schindler - J 139400 EN 01.pdf,high_confidence/Schindler/Schindler - J 139400 EN 01.pdf,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Schindler - J 139401 EN 01.pdf,high_confidence/Schindler/Schindler - J 139401 EN 01.pdf,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Schindler - J194275 - 1.tif,high_confidence/Schindler/Schindler SMART MRL Schematics Selection Rules.tif,high_confidence,Schindler,13,Technical Note,SMART MRL / schematics selection rules,Schindler SMART MRL Schematics Selection Rules,"source_category=Esquemas_Eletricos; high=schematic,schematics; doc_suffix"
Esquemas Eletricos/Schindler/Schindler - J194275 - 2.tif,high_confidence/Schindler/Schindler SMART MRL Schematics Selection Rules__dup1.tif,high_confidence,Schindler,13,Technical Note,SMART MRL / schematics selection rules,Schindler SMART MRL Schematics Selection Rules,"source_category=Esquemas_Eletricos; high=schematic,schematics; doc_suffix"
Esquemas Eletricos/Schindler/Schindler - LUET.pdf,high_confidence/Schindler/Schindler - LUET.pdf,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Schindler - MigrosLimmatplatz Wiring.pdf,high_confidence/Schindler/Schindler - MigrosLimmatplatz Wiring.pdf,high_confidence,Schindler,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Schindler/Schindler - SunriseTower wiring.pdf,high_confidence/Schindler/Schindler - SunriseTower wiring.pdf,high_confidence,Schindler,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Schindler/Schindler - Wiring.jpg,high_confidence/Schindler/Schindler - Wiring.jpg,high_confidence,Schindler,14,Unknown,General wiring,Schindler Wiring Diagram,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Schindler/Schindler - cs 5054614 V00.pdf,high_confidence/Schindler/Schindler - cs 5054614 V00.pdf,high_confidence,Schindler,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Schindler/Schindler - pag 04.jpg,high_confidence/Schindler/Safety Circuit Contacts and Limits.jpg,high_confidence,Schindler,25,Wiring Diagram,Safety circuit / limit contacts,Safety Circuit Contacts and Limits,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Esquemas Eletricos/TKE/TKE - Contactores SCM 2V - 2672 43.pdf,high_confidence/TKE/TKE - Contactores SCM 2V - 2672 43.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - ESCALERA ESQUEMA PUENTE ALCOCER - THYSSEN ESCALERA.pdf,high_confidence/TKE/TKE - ESCALERA ESQUEMA PUENTE ALCOCER - THYSSEN ESCALERA.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - ESQUEMA CENIA SÉRIE F HIDR A DIRECTO Fechos eléctricos.pdf,high_confidence/TKE/TKE - ESQUEMA CENIA SÉRIE F HIDR A DIRECTO Fechos eléctricos.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - ESQUEMA K.pdf,high_confidence/TKE/TKE - ESQUEMA K.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - IRC 34 38 1.pdf,high_confidence/TKE/TKE - IRC 34 38 1.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - KEYSWITCHES.pdf,high_confidence/TKE/TKE - KEYSWITCHES.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - NT042 - DE - Ascensores Hidráulicos unifamiliares Hidral com comandos com esquema ref PAV11.pdf,high_confidence/TKE/TKE - NT042 - DE - Ascensores Hidráulicos unifamiliares Hidral com comandos com esquema ref PAV11.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - NT059 - DE - ManobraK Esquema módulo de portas.pdf,high_confidence/TKE/TKE - NT059 - DE - ManobraK Esquema módulo de portas.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - NT060 - DE - Manobra K - Esquema ligaçoes modulo display LCD azul.pdf,high_confidence/TKE/TKE - NT060 - DE - Manobra K - Esquema ligaçoes modulo display LCD azul.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - th - co - 002.pdf,high_confidence/TKE/TKE - th - co - 002.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - th - co - 006.pdf,high_confidence/TKE/TKE - th - co - 006.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - th - co.pdf,high_confidence/TKE/TKE - th - co.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/TKE/TKE - th - pi.pdf,high_confidence/TKE/TKE - th - pi.pdf,high_confidence,TKE,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Ficheiros de Engenharia/Otis/Otis - Diag LVA.pdf,high_confidence/Otis/GeN2 LVA Controller Wiring Diagram.pdf,high_confidence,Otis,16,Wiring Diagram,Controller Wiring,GeN2 LVA Controller Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,controller wiring; doc_suffix"
Ficheiros de Engenharia/Otis/Otis - Planos Gen 2 Comfort 1.pdf,high_confidence/Otis/Gen2 Comfort Controller Wiring Diagram.pdf,high_confidence,Otis,15,Wiring Diagram,Gen2 Comfort control wiring,Gen2 Comfort Controller Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,controller wiring; doc_suffix"
Manuais/Orona/Orona - CHLH 20Manual pdf 20ELECTRA 20VITORIA.pdf,review/Orona/CHLH Door Operator Wiring and Noise Protection Diagrams.pdf,review,Orona,6,Technical Note,Door operator noise suppression,CHLH Door Operator Wiring and Noise Protection Diagrams,"high=wiring; medium=diagram,connection,wiring and noise; doc_suffix"
Manuais/Orona/Orona - EM3000 MANUAL INST V 4 - EM3000.pdf,review/Orona/EM3000 Installation Manual V4.pdf,review,Orona,4,Manual,Lift controller installation,EM3000 Installation Manual V4,high=wiring; medium=connection; doc_suffix
Manuais/Orona/Orona - PHLH 20Manual pdf 20ELECTRA 20VITORIA.pdf,high_confidence/Orona/PHLH Controller Electrical Diagram.pdf,high_confidence,Orona,17,Wiring Diagram,Controller wiring diagram,PHLH Controller Electrical Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram,controller wiring,drawings; doc_suffix"
Manuais/Orona/Orona - cover dup6.jpg,high_confidence/Orona/Universal Simple Control Panel Wiring Diagram.jpg,high_confidence,Orona,17,Wiring Diagram,Universal lift control panel,Universal Simple Control Panel Wiring Diagram,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,control panel wiring; doc_suffix"
Manuais/Schindler/Schindler - 10a v2.pdf,review/Schindler/Schindler Smart MRL Electrical Parts Installation Manual.pdf,review,Schindler,4,Manual,Electrical installation parts,Schindler Smart MRL Electrical Parts Installation Manual,high=wiring; medium=electrical; doc_suffix
Manuais/TKE/TKE - Anexo C.pdf,high_confidence/TKE/Training Appendix C Electrical Schematics.pdf,high_confidence,TKE,17,Wiring Diagram,Electrical schematics,Training Appendix C: Electrical Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,wiring; medium=electrical,diagram; doc_suffix"
Normas de Seguranca/Orona/ORONA MICRORELES ESQ - ORONA RELES.pdf,high_confidence/Orona/Microrelay Control Wiring Diagram.pdf,high_confidence,Orona,7,Manual,Conventional relay control wiring,Microrelay Control Wiring Diagram,"high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
Normas de Seguranca/Orona/Orona - GB compact kd100.pdf,review/Orona/Compact K - D 100 Goods Lift Controller.pdf,review,Orona,4,Manual,Goods lift controller wiring,Compact K-D 100 Goods Lift Controller,high=wiring; medium=controller wiring; doc_suffix
Normas de Seguranca/Orona/Orona - Norma.jpg,high_confidence/Orona/Arca Básico and M322 Electrical Schematics.jpg,high_confidence,Orona,17,Wiring Diagram,Machine room electrical schematics,Arca Básico and M322 Electrical Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,wiring; medium=electrical,diagram; doc_suffix"
Normas de Seguranca/Orona/Orona - cover dup1.jpg,high_confidence/Orona/Arca Básico Machine Room Schematics.jpg,high_confidence,Orona,17,Wiring Diagram,Machine room installation schematics,Arca Básico Machine Room Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic,schematics; medium=diagram,installation schematics; doc_suffix"
Normas de Seguranca/Orona/Orona - cover dup2.jpg,high_confidence/Orona/Orona Arca Basic and M322 Electrical Schematics.jpg,high_confidence,Orona,18,Wiring Diagram,Arca Basic / M322 electrical diagrams,Orona Arca Basic and M322 Electrical Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,electrical schematics,circuit diagram; medium=electrical,diagram,circuit; doc_suffix"
Normas de Seguranca/Orona/Orona - cover dup3.jpg,high_confidence/Orona/Orona Arca Basic and M322 Installation Schematics.jpg,high_confidence,Orona,18,Wiring Diagram,Arca Basic / M322 installation wiring,Orona Arca Basic and M322 Installation Schematics,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic,schematics; medium=electrical,diagram,installation schematics; doc_suffix"
Normas de Seguranca/Otis/Otis - img142.jpg,review/Otis/Otis Control Symbols and Labels.jpg,review,Otis,4,Image,Otis controller symbols / wiring legend,Otis Control Symbols and Labels,high=wiring; medium=diagram; doc_suffix
Normas de Seguranca/Schindler/Schindler - GFU Standard Vacon NXL j595061e.pdf,review/Schindler/GFU Standard Vacon NXL Commissioning Guide.pdf,review,Schindler,5,Manual,Controller commissioning,GFU Standard Vacon NXL Commissioning Guide,"high=wiring,wiring instructions; doc_suffix"
